10,10,0.03,0.0,0.005,0.005,150,0.34,1.5733333333333333,0
10,10,0.03,0.1,0.005,0.005,150,0.5433333333333333,2.03,0
10,10,0.03,0.2,0.005,0.005,150,0.5766666666666667,1.57,0
10,10,0.03,0.3,0.005,0.005,150,0.46,2.13,0
10,10,0.03,0.4,0.005,0.005,150,0.56,1.4366666666666668,0
10,10,0.03,0.5,0.005,0.005,150,0.22666666666666666,1.9766666666666666,0
10,10,0.03,0.6,0.005,0.005,150,0.64,2.16,0
10,10,0.03,0.7,0.005,0.005,150,0.43333333333333335,1.8566666666666667,0
10,10,0.03,0.8,0.005,0.005,150,0.56,2.23,0
10,10,0.03,0.9,0.005,0.005,150,0.36666666666666664,1.5433333333333332,0
